id,q1,a1,fc_masked,masked_sentence,masked_sentence_title,q2_gt
5ac2a399554299218029dada,Who programmed a cartridge-based development system made by a company noted for authoring Atari's BASIC?,Kathleen O'Brien,Shepardson Microsystems: SMI is most noted for authoring Atari's BASIC and Disk Operating System (DOS) products.,It was programmed by Kathleen O'Brien of Shepardson Microsystems.,Atari Assembler Editor,
5ae0f6f5554299422ee99583,"Which record label released Van Morrison's ""I've Been Working"" on the album ""His Band and the Street Choir""?",Warner Bros,"I've Been Working: ""I've Been Working"" is a song written by Northern Irish singer-songwriter Van Morrison appearing on the album ""His Band and the Street Choir"", released in 1970.",It was released on 15 November 1970 by Warner Bros.,His Band and the Street Choir,
5adc1ae5554299438c868d5c,Hate Them is the ninth album by a band likened to who?,Motörhead,"Hate Them: Hate Them is the ninth album by Norwegian black metal band, Darkthrone. Darkthrone: Since 2006, their work has strayed from the traditional black metal style and incorporated more elements of traditional heavy metal, speed metal and punk rock, being likened to Motörhead.",Darkthrone is a Norwegian heavy metal band.,Darkthrone,
5ae6860e5542991bbc976112,"How did Emilie du Chatelet, Voltaire's love, contribute to the basic laws of physics?","commentary on Isaac Newton's book ""Principia""","Émilie du Châtelet: Her most recognized achievement is her translation of and commentary on Isaac Newton's book ""Principia"" containing basic laws of physics.","Voltaire in Love is a popular history of the sixteen-year relationship between Voltaire and the Émilie, the Marquise du Châtelet.",Voltaire in Love,
5ae1316555429901ffe4adda,Were Goo Goo Dolls and Echosmith formed in the same city?,no,"Echosmith: Echosmith is an American, Corporate indie pop band formed in February 2009 in Chino, California.","The Goo Goo Dolls are an American rock band formed in 1985 in Buffalo, New York, by vocalist and guitarist John Rzeznik, vocalist and bassist Robby Takac, and drummer George Tutuska.",Goo Goo Dolls,
5adfeb0555429942ec259b88,The Detroit mayoral elections of 2009 took place to fill the vacancy created by a politician who was sentenced to what?,four months in jail,"Kwame Kilpatrick: Kwame Malik Kilpatrick (born June 8, 1970) is an American former politician, having served as a Democratic Michigan state representative and mayor of Detroit from 2002 to 2008. Kilpatrick was sentenced to four months in jail and was released on probation after serving 99 days.","The Detroit mayoral elections of 2009 took place on May 5, 2009, with a primary on February 24, 2009 to fill the vacancy created when Kwame Kilpatrick resigned as mayor.","Detroit mayoral election, 2009",
5ab5499e5542992aa134a295,In what year was the team that Luke Clark plays either right back or central midfielder for founded?,1963,"Luke Clark: He can play either as a right back or as a central midfielder. Curzon Ashton F.C.: Nicknamed ""the Nash"", the club was founded in 1963 and moved to its current stadium, Tameside Stadium, in 2005.",Luke Stephen Clark (born 24 May 1994) is an English footballer who is plays for Curzon Ashton.,Luke Clark,
5adeffa85542992d7e9f926f,What genre of music was played by both Tappi Tíkarrass and INXS?,rock,"Tappi Tíkarrass: Tappi Tíkarrass was an Icelandic punk band which added elements of funk, rock and jazz to their music, marking a difference from other traditional bands at that time.","INXS ( ) were an Australian rock band, formed as The Farriss Brothers in 1977 in Sydney, New South Wales.",INXS,
5adfd2f255429925eb1afaa5,A puzzle-platform video game developed by the Valve Corporation is part of what 2012 action-adventure game?,Gateways,"Gateways (video game): It is a mixture of gameplay concepts from the ""Portal"" and ""Metroid"" series. Portal (video game): Portal is a puzzle-platform video game developed and published by Valve Corporation.",Gateways is a 2012 action-adventure platform game created by British indie studio Smudged Cat Games.,Gateways (video game),
5ae5b301554299546bf82f2d,What produces the hormone that promotes sodium retention in the distal nephron?,zona glomerulosa,"Aldosterone: Aldosterone, the main mineralocorticoid hormone, is a steroid hormone produced by the zona glomerulosa of the adrenal cortex in the adrenal gland.","Aldosterone promotes sodium retention in the distal nephron, in the kidney, which also drives blood pressure up.",Angiotensin,
5ab1eac95542993be8fa987f,How many Senate seats will be contested during the midterm elections that Nancy Soderberg has filed to run for Congress in?,33,"United States elections, 2018: All 435 seats in the United States House of Representatives and 33 of the 100 seats in the United States Senate will be contested.","It was reported on July 12th, 2017 that Soderberg had filed paperwork to run for Congress in the 2018 Midterm Elections in Florida's 6th Congressional District, as a Democrat .",Nancy Soderberg,
5ae15e125542990adbacf773,In between Berghuis v. Thompkins and Mississippi University for Women v. Hogan which one was a case decided 5-4 by the Supreme Court of the United States?,Mississippi University for Women,"Mississippi University for Women v. Hogan: Mississippi University for Women v. Hogan, 458 U.S. 718 (1982) was a case decided 5-4 by the Supreme Court of the United States.","Berghuis v. Thompkins, 560 U.S. 370 (2010) (docket 08-1470), is a decision by the United States Supreme Court in which the Court considered the position of a suspect who understands his or her right to remain silent under ""Miranda v. Arizona"" and is aware he or she has the right to remain silent, but does not explicitly invoke or waive the right.",Berghuis v. Thompkins,
5a77beae5542992a6e59dfae,Which jazz singer has a 2003 album entitled The Boy Next Door?,Stacey Kent,The Boy Next Door (album): The Boy Next Door is a 2003 album by jazz singer Stacey Kent.,Stacey Kent is an American jazz singer.,Stacey Kent,
5ae1f5a15542997f29b3c1b5,The actor who appeared on Charlotte's Shorts and Weeds was born in what year?,1966,"Charlotte's Shorts: The show has traditionally been cast with current and past Groundlings, such as Tim Bagley, Jim Rash, Jillian Bell, Jordan Black, Gary Anthony Williams, Jonathan Stark, Michael Hitchcock, Andrew Friedman, Daniele Gaither, Mindy Sterling, and Laraine Newman. Gary Anthony Williams: Gary Anthony Williams (born March 14, 1966) is an American actor and comedian who provided the voice of Uncle Ruckus on ""The Boondocks"", Yancy Westridge in the video game ""Alpha Protocol"", and Horace Warfield in """".","He appeared on the television series ""Weeds"", ""Boston Legal"", ""Blue Collar TV"", and as ""Abe"" Kenarban in ""Malcolm in the Middle"".",Gary Anthony Williams,
5ade908b55429975fa854f13,"After he was contracted by the team that is headquartered in Affalterbach, Baden-Württemberg, Germany, Dario Franchitti competed in what series?",DTM,"Mercedes-AMG: Mercedes-AMG is headquartered in Affalterbach, Baden-Württemberg, Germany.","After Franchitti did not secure a single-seater drive in 1995, he was contracted by the AMG team to compete in touring cars in the DTM and its successor — the International Touring Car Championship.",Dario Franchitti,
5ab47cd75542991751b4d78d,"In which year did this division, where Cleveland Browns placed fourth in 2009, adopt its current name?",2002,"AFC North: The division adopted its current name in 2002, when the league realigned divisions after expanding to 32 teams.","The team placed fourth in the AFC North with a record of 5–11, improving upon its 2008 record of 4–12.",2009 Cleveland Browns season,
5a79b7f6554299029c4b5f6f,How many restaurants comprise the quick service restaurant chain that Ron Joyce helped found?,"4,613","Tim Hortons: It is also Canada's largest quick service restaurant chain; as of December 31, 2016, it had a total of 4,613 restaurants in nine countries. Ron Joyce: He co-founded the Tim Hortons doughnut chain as Tim Horton's partner and first franchisee.","Ronald Vaughan ""Ron"" Joyce (born October 19, 1930) is a Canadian billionaire businessman.",Ron Joyce,
5ab626d555429953192ad279,Anthony Avent played basketball fo a High School that is located in a city approcimately 8 mi west of where?,lower Manhattan,"Anthony Avent: Anthony Avent (born October 18, 1969) is a retired American professional basketball player who was selected by the Atlanta Hawks in the first round (15th pick overall) of the 1991 NBA Draft. Prior to Seton Hall, Avent played at Malcolm X Shabazz High School in Newark, New Jersey. Newark, New Jersey: Newark ( or also locally ) is the most populous city in the U.S. state of New Jersey and the seat of Essex County.","Newark is the second largest city in the New York metropolitan area, located approximately 8 mi west of lower Manhattan.","Newark, New Jersey",
5a84873e5542997175ce1eec,What edition of tennis' US Open was the 2017 US Open when Petra Kvitova was a quarterfinalist?,137th,"Petra Kvitová career statistics: She was also the bronze medallist at the 2016 Rio Olympics, a semifinalist at the 2010 Wimbledon Championships, 2012 Australian Open and 2012 French Open and a quarterfinalist at the 2011 Australian Open, 2012 Wimbledon Championships, 2013 Wimbledon Championships, 2015 US Open and 2017 US Open.",The 2017 US Open was the 137th edition of tennis' US Open and the fourth and final Grand Slam event of the year.,2017 US Open (tennis),
5ac537975542996feb3fea3c,Walt Zeboski photographed which 40th President during his campaign in 1980?,Ronald Wilson Reagan,"Walt Zeboski: Zeboski extensively photographed Ronald Reagan during his 1980 presidential campaign, snapping some of the most iconic pictures of Reagan's campaign.","Ronald Wilson Reagan ( ; February 6, 1911 – June 5, 2004) was an American statesman and actor who served as the 40th President of the United States from 1981 to 1989.",Ronald Reagan,
5a8f45ca5542997ba9cb320e,"What type of film are both ""500 Years Later"" and ""Manson""?",documentary,Manson (film): Manson is a documentary film made in 1973 about Charles Manson and his followers.,"500 Years Later (፭፻ ዓመታት በኋላ ""500 ʿamätatə bähwala "") is an independent documentary film directed by Owen 'Alik Shahadah, written by M. K. Asante, Jr. and released in 2005.",500 Years Later,
5a8ac4085542992d82986f74,Who was the film which was Kim Dae-woo's directing debut about ?,a scholar,"Forbidden Quest: Forbidden Quest () is a 2006 South Korean period drama film about a scholar during the Joseon Dynasty who begins to write erotic novels, and becomes the lover of the King's favorite concubine.","Making a switch to directing, he debuted with the hit period drama film ""Forbidden Quest"" (2006), followed by ""The Servant"" (2010) and ""Obsessed"" (2014).",Kim Dae-woo,
5a7b374c5542995eb53be8cc,Which city was the man who is known for a science humor story based on the tongue-in-cheek combination of two adages born in?,"New York City, New York","John Frazee: John Frazee (born 1949) is an artist from New York City, New York. He is also known for a science humor story he wrote in OMNI magazine, the Buttered cat paradox.",The buttered cat paradox is a common joke based on the tongue-in-cheek combination of two adages:,Buttered cat paradox,
5ab92e02554299753720f775,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219,"BOAC Flight 911: The Boeing 707-436 on this flight was commanded by Captain Bernard Dobson, 45, from Dorset, an experienced 707 pilot who had been flying these aircraft since November 1960.",Versions of the aircraft have a capacity from 140 to 219 passengers and a range of 2500 to .,Boeing 707,
5ab58f9a554299488d4d99da,"What is the birthday of this Anglo-Irish actress, courtean, and mistress, who was the mother to the illegitimate daughter of King William IV?",22 November,"Dorothea Jordan: Dorothea Jordan (22 November 17615 July 1816) was an Anglo-Irish actress, courtesan, and the mistress and companion of the future King William IV of the United Kingdom, for 20 years while he was Duke of Clarence.","Elizabeth Hay, Countess of Erroll (17 January 1801 – 16 January 1856; born Elizabeth FitzClarence) was an illegitimate daughter of King William IV of the United Kingdom and Dorothea Jordan.","Elizabeth Hay, Countess of Erroll",
5adf860e5542993344016cbc,"During which years was the model of car, featured on the cover of Earth's ""Pentastar: In the Style of Demons"" manufactured?",1964 to 1974,"Pentastar: In the Style of Demons: Pentastar: In the Style of Demons is the third full-length studio album by the drone doom band Earth. The car depicted on the cover is a ""Sassy Grass Green"" Plymouth Barracuda with the car's iconic hockey-stick decal saying ""Earth.""",The Plymouth Barracuda is a two-door car that was manufactured by Plymouth from the 1964 to 1974 model years.,Plymouth Barracuda,
5a7ad9865542995eb53be8aa,"The ""civic rally cross"" was sold alongside what other model sold exclusively in Japan at Honda Verno dealerships?",Honda Ballade,"Honda CR-X: Although there are many supposed definitions for the acronym CR-X, the most widely accepted are ""Civic rally cross"", and ""Civic renaissance model X"". Honda Ballade: The Honda Ballade is a subcompact automobile built by Honda of Japan. The Ballade was sold exclusively in Japan at ""Honda Verno"" dealerships alongside the Vigor, Prelude, CR-X, and Quint.","The Honda CR-X, originally launched as the Honda Ballade Sports CR-X in Japan, is a front-wheel-drive sport compact car manufactured by Honda between 1983 and 1991.",Honda CR-X,
5a71443f5542994082a3e727,Is Gasherbrum II or Nuptse closest to the tallest mountain in the world?,It lies two kilometres WSW of Mount Everest.,"Nuptse: Nuptse or Nubtse (Sherpa: ནུབ་རྩེ། नुबचे, Wylie: Nub rtse) is a mountain in the Khumbu region of the Mahalangur Himal, in the Nepalese Himalayas. Gasherbrum II: It is the third-highest peak of the Gasherbrum massif, and is located in the Karakoram, on the border between Gilgit–Baltistan province, Pakistan, and Xinjiang, China.",It lies two kilometres WSW of Mount Everest.,Nuptse,
5a7cbf93554299452d57b9f5,Which constituent college of the University of Oxford endows four professorial fellowships for sciences including chemistry and pure mathematics?,Magdalen College,"Waynflete Professorship: The professorships are the Waynflete Professor of Chemistry, the Waynflete Professor of Physiology, and the Waynflete Professor of Pure Mathematics. Magdalen College, Oxford: Magdalen College ( ) is one of the constituent colleges of the University of Oxford.","The Waynflete Professorships are four professorial fellowships at the University of Oxford endowed by Magdalen College and named in honour of the college founder William of Waynflete, who had a great interest in science.",Waynflete Professorship,
5adf98215542993344016d19,"In what London botanical garden can you find the fungus described by Elise Maud Wakefield as ""Lepiota""?",Kew Gardens,"Kew Gardens: Kew Gardens is a botanical garden in southwest London that houses the ""largest and most diverse botanical and mycological collections in the world"".","First described by English mycologist Elsie Maud Wakefield in 1918 as a species of ""Lepiota"", it was named for its nauseating odor.",Saproamanita nauseosa,
5ae1fa2b5542997f29b3c1df,"Who collaborated with Rihanna on the album release ""Numb""?",Eminem,"Numb (Rihanna song): ""Numb"" is a song by Barbadian singer Rihanna from her seventh studio album ""Unapologetic"" (2012).","""The Monster"" marks the fourth collaboration between Eminem and Rihanna, following ""Love the Way You Lie"", its sequel ""Love the Way You Lie (Part II)"" (2010), and ""Numb"" (2012).",The Monster (song),
5ae650fb55429929b0807b2e,Christopher Oscar Pena was recognized by an entertainment-industry brand aimed at what?,people working in film and the performing arts,"Christopher Oscar Peña: Christopher Oscar Peña is a playwright, screenwright, actor and educator who resides in New York City. Peña is the co-writer of the Golden Globe nominated TV series, Jane the Virgin and was on the ""Future Broadway Power List,"" by Backstage (magazine) in 2014.","Backstage (aka Back Stage) is an entertainment-industry brand aimed at people working in film and the performing arts, with a special focus on casting, job opportunities, and career advice.",Backstage (magazine),
5a85597c5542997175ce1fba,"What was the nationality of the actor playing a Russian hostage taker in ""Hostage for a Day""?",Canadian,"Hostage for a Day: Hostage for a Day is a 1994 comedic film directed by John Candy in his only directorial effort. Though the film is also billed as ""starring"" Candy, it in fact only features him as a minor character, as a Russian hostage taker.","John Franklin Candy (October 31, 1950 – March 4, 1994) was a Canadian actor and comedian known mainly for his work in Hollywood films.",John Candy,
5ac19d4c55429963665198bb,The Argentine National Anthem was adopted 3 years after which event that led to the removal of Viceroy Baltasar Hildalgo de Cisneros?,May Revolution,"May Revolution: The result was the removal of Viceroy Baltasar Hidalgo de Cisneros and the establishment of a local government, the Primera Junta (""First Junta""), on May 25.","The work was adopted as the sole official song on May 11, 1813, three years after the May Revolution; May 11 is therefore Anthem Day in Argentina.",Argentine National Anthem,
5ab611cc5542992aa134a411,What professions did S. Sylvan Simon and Danny Cannon have in common?,director and producer,"Danny Cannon: John Danny Cannon (born 1968 in Luton, England) is a British film and television writer, director and producer.","S. Sylvan Simon (March 9, 1910 – May 17, 1951) was an American stage/film director and producer.",S. Sylvan Simon,
5ab7c87d55429928e1fe38de,What number album is the first W.A.S.P. album to feature Steven Edward Duren playing guitar?,third,"Inside the Electric Circus: The album is the band's first to feature singer and bandleader Blackie Lawless playing guitar, having switched from bass to rhythm guitar. Blackie Lawless: Blackie Lawless (born Steven Edward Duren; September 4, 1956) is an American songwriter and musician best known as the lead singer and rhythm guitarist (formerly bassist) for the heavy metal band W.A.S.P.","Inside the Electric Circus is the third studio album by heavy metal band W.A.S.P., released in October 1986 through Capitol Records; a remastered edition featuring two bonus tracks was reissued in 1997 through Snapper Music.",Inside the Electric Circus,
5ab4bea15542990594ba9cae,What city did the Freebooters F.C. soccer team lose in that is now known as Croke Park?,Dublin,"Croke Park: Croke Park (Irish: ""Páirc an Chrócaigh"" , ] ) is a GAA stadium located in Dublin, Ireland.","Their highest achievement was reaching the Irish Cup final which was staged at the City and County Grounds, Jones Road, Dublin, now Croke Park.",Freebooters F.C.,
5ade9c9c5542997c77adee8c,What screenplay was worked on by both Edward Carfagno and Miklos Rozsa?,Julius Caesar,Julius Caesar (1953 film): The original music score is by Miklós Rózsa.,"Edward Carfagno (November 28, 1907 – December 28, 1996) was an art director who established himself in the 1950s with his Oscar-winning work on such films as Vincente Minnelli's ""The Bad and the Beautiful"" (1952), Joseph Mankiewicz's ""Julius Caesar"" (1953) and William Wyler's ""Ben-Hur"" (1959).",Edward Carfagno,
5ae0d7315542990adbacf678,Which avant-garde Japanese composer studied with John Cage and wrote Music for Electric Metronomes?,Toshi Ichiyanagi,Music for Electric Metronomes: Music for Electric Metronomes is an avant-garde aleatoric composition written in 1960 by Japanese composer Toshi Ichiyanagi for any number of performers between three and eight.,"He studied with Tomojiro Ikenouchi, Kishio Hirao, and John Cage.",Toshi Ichiyanagi,
5ae1ba55554299234fd042d9,"Where is the academy, for which Joseph D. Stewart was appointed Superintendent, located?","Kings Point, New York","United States Merchant Marine Academy: The United States Merchant Marine Academy (also known as USMMA or Kings Point) is one of the five United States service academies, located in Kings Point, New York.","Joseph D. Stewart, also known affectionately by the midshipmen of the United States Merchant Marine Academy as ""Joey D,"" (born July 9, 1942) is a retired United States Marine Corps major general, who after his retirement from the Marine Corps, was appointed as Superintendent of the United States Merchant Marine Academy (USMMA) on August 1, 1998.",Joseph D. Stewart,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,"Francis Bacon: Francis Bacon, 1st Viscount St Alban, {'1': "", '2': "", '3': "", '4': ""} ( ; 22 January 15619 April 1626) was an English philosopher, statesman, scientist, jurist, orator, and author. He served both as Attorney General and as Lord Chancellor of England.","James Spedding (28 June 1808 – 9 March 1881) was an English author, chiefly known as the editor of the works of Francis Bacon.",James Spedding,
5abdd08d5542991f6610604c,"Which movie directed by James Gunn portrayed the fictional character, Ego the Living Planet?",Guardians of the Galaxy Vol. 2,"Guardians of the Galaxy Vol. 2: The film is written and directed by James Gunn and stars an ensemble cast featuring Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Pom Klementieff, Elizabeth Debicki, Chris Sullivan, Sean Gunn, Sylvester Stallone, and Kurt Russell.","Ego is portrayed by Kurt Russell in ""Guardians of the Galaxy Vol.",Ego the Living Planet,
5ade190f55429975fa854e40,"The Government of Canada, which is the federal administration of Canada, is involved in what scandal in the province of Quebec?",The sponsorship scandal,"Government of Canada: The Government of Canada (French: ""Gouvernement du Canada"" ), formally Her Majesty's Government (French: ""Gouvernement de Sa Majesté"" ), is the federal administration of Canada.","The sponsorship scandal, ""AdScam"" or Sponsorgate, is a scandal that came as a result of a Canadian federal government ""sponsorship program"" in the province of Quebec and involving the Liberal Party of Canada, which was in power from 1993 to 2006.",Sponsorship scandal,
5a8cd381554299653c1aa12b,"who had to escape nazis, Sigmund Freud or Evelyn Waugh?",Sigmund Freud,"Sigmund Freud: In 1938 Freud left Austria to escape the Nazis. Evelyn Waugh: His most famous works include the early satires ""Decline and Fall"" (1928) and ""A Handful of Dust"" (1934), the novel ""Brideshead Revisited"" (1945) and the Second World War trilogy ""Sword of Honour"" (1952–61).","Sigmund Freud ( ; ] ; born Sigismund Schlomo Freud; 6 May 1856 – 23 September 1939) was an Austrian neurologist and the founder of psychoanalysis, a clinical method for treating psychopathology through dialogue between a patient and a psychoanalyst.",Sigmund Freud,
5abd12bb55429933744ab703,Conrad Anker located the body of a mountaineer who took part it the first three British expeditions to which mountain?,Mount Everest,Conrad Anker: In 1999 he located George Mallory's body on Everest as a member of a search team looking for the remains of the legendary British climber.,"George Herbert Leigh Mallory (18 June 1886 – 8 or 9 June 1924) was an English mountaineer who took part in the first three British expeditions to Mount Everest, in the early 1920s.",George Mallory,
5abb1e1b5542992ccd8e7f19,José Saramago and Ivo Andrić were recipients of what award in Literature?,Nobel Prize in Literature,"Ivo Andrić: Ivo Andrić (Serbian Cyrillic: , ] ; born Ivan Andrić; 9 October 1892 – 13 March 1975) was a Yugoslav novelist, poet and short story writer who won the Nobel Prize in Literature in 1961.","José de Sousa Saramago, (] ; 16 November 1922 – 18 June 2010), was a Portuguese writer and recipient of the 1998 Nobel Prize in Literature.",José Saramago,
5adeb95d5542992fa25da827,Are Chlidanthus and Maianthemum both flowering plants?,yes,"Maianthemum: Maianthemum (Latin ""Māia "" ""May"" and Greek ""ánthemon "" ""flower""; including former ""Smilacina"") is a genus of rhizomatous, herbaceous, perennial flowering plants, native to the understory of woodlands.","In late spring to early summer, clusters of 3-4 large, strong citrus-scented fragrant, funnel-shaped flowers 10-13cm long held terminally on stalks 25cm high, colored in yellow, pink or red.",Chlidanthus,
5a8ba59a554299240d9c2058,The Duke Steps Out stars an actress who was ranked tenth on a list of greatest female Hollywood stars in what year?,1999,"Joan Crawford: In 1999, the American Film Institute ranked Crawford tenth on its list of the greatest female stars of Classic Hollywood Cinema.",The Duke Steps Out is a 1929 silent film starring William Haines and Joan Crawford.,The Duke Steps Out,
5a7c53a855429935c91b515d,What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?,The R-8 Human Rhythm Composer,"Polyphony and monophony in instruments: Polyphony is a property of musical instruments that means that they can play multiple notes simultaneously. Roland R-8: The R-8 Human Rhythm Composer is an electronic drum machine introduced in 1989 by Roland Corporation, using PCM voices.","The device has eight individual outputs, 32-voice polyphony, and four-part multitimbral MIDI.",Roland R-8,
5ae54eea5542993aec5ec19d,"Which band was formed first, Wavves or Social Code?",Social Code,"Wavves: Formed in 2008 by singer-songwriter Nathan Williams (born June 12, 1986), the band also features Alex Gates (guitar, backing vocals), Stephen Pope (bass guitar, backing vocals) and Brian Hill (drums and backing vocals).",Social Code (formerly known as Fifth Season) was a Canadian alternative rock group formed in 1999 in St. Albert.,Social Code,
5a8026a05542992e7d278df8,Iselin Solheim provided vocals in the song released on what date?,3 December,"Faded (Alan Walker song): The release of the single was originally set to be on 25 November 2015, but was delayed to 3 December.","She is known for her vocals in Alan Walker's singles ""Faded"" and ""Sing Me to Sleep"".",Iselin Solheim,
5a7a27ce5542996c55b2dd28,"What took place first, The Korean War or The Western Allied invasion of Germany?",The Western Allied invasion of Germany,"Korean War: The Korean War (in South Korean Hangul: 한국전쟁 ; Hanja: 韓國戰爭 ; RR: ""Hanguk Jeonjaeng "" , ""Korean War""; in North Korean Chosŏn'gŭl: 조국해방전쟁 ; Hancha: 祖國解放戰爭 ; MR: ""Choguk haebang chǒnjaeng "" , ""Fatherland Liberation War""; 25 June 1950 – 27 July 1953) was a war between North Korea (with the support of China and the Soviet Union) and South Korea (with the principal support of the United States). Western Allied invasion of Germany: The Western Allied invasion of Germany was coordinated by the Western Allies during the final months of hostilities in the European theatre of World War II.",The Allied invasion of Germany started with the Western Allies crossing the Rhine River in March 1945 before fanning out and overrunning all of western Germany from the Baltic in the north to Austria in the south before the Germans surrendered on 8 May 1945.,Western Allied invasion of Germany,
5ab9812d554299753720f821,Are Mauritz Stiller and Johannes Grenzfurthner both of the same nationality?,no,"Johannes Grenzfurthner: Johannes Grenzfurthner (] ; born 1975 in Vienna) is an award-winning Austrian artist, filmmaker, writer, actor, curator, theatre director and lecturer.","Mauritz Stiller (17 July 1883 – 18 November 1928) was a Finnish-Swedish film director, best known for discovering Greta Garbo and bringing her to America.",Mauritz Stiller,
5ac3b5d3554299741d48a2f3,Luke Null is an actor who was on the program that premiered its 43rd season on which date?,"September 30, 2017","Luke Null: Luke Null (born July 7, 1990 in Cincinnati, Ohio) is an American actor, comedian, and singer, who currently works as a cast member on ""Saturday Night Live"", having joined the show at the start of its forty-third season.","The forty-third season of the NBC comedy series ""Saturday Night Live"" premiered on September 30, 2017 with host Ryan Gosling and musical guest Jay-Z during the 2017–2018 television season.",Saturday Night Live (season 43),
5ab811e95542995dae37ea22,"With whom did this American singer, songwriter and record producer, who contributed to the single ""Marvin Gaye"" with Julie Frost, co-produced and performed the 2015 song for a movie soundtrack?",Wiz Khalifa,"Charlie Puth: Charles Otto Puth Jr. ( ) (born December 2, 1991) is an American singer, songwriter and record producer. He is known for his 2015 song ""See You Again"", which he wrote, co-produced, and performed with Wiz Khalifa for the ""Furious 7"" soundtrack as a tribute to Paul Walker.","Most recently, Frost wrote the end credit song and lead single for the ""Endless Love"" Soundtrack performed by Tegan and Sara and co-wrote ""Lift Me Up"" featuring Nico and Vinz and Ladysmith Black Mambazo on Guetta's album ""Listen"", and co-wrote Charlie Puth's single ""Marvin Gaye"" with Charlie Puth featuring Meghan Trainor.",Julie Frost,
5a80541d5542996402f6a4d2,"In what year did the Guild of Music Supervisors Awards recognize a British-American romantic drama film based on the 1952 romance novel ""The Price of Salt"" starring Cate Blanchett?",2016,"Guild of Music Supervisors Awards: The Guild of Music Supervisors Awards recognize music supervisors in 14 categories, representing movies, television, games and trailers. "" Compton"", ""Carol"" and ""Furious 7"" were among the winners of the 2016 ceremony, while ""La la land"" of the 2017 ceremony. Carol (film): The screenplay, written by Phyllis Nagy, is based on the 1952 romance novel ""The Price of Salt"" (also known as ""Carol"") by Patricia Highsmith. The film stars Cate Blanchett, Rooney Mara, Sarah Paulson, Jake Lacy, and Kyle Chandler.",Carol is a 2015 British-American romantic drama film directed by Todd Haynes.,Carol (film),
5ac2546a554299636651997b,"Who has released more studio albums, Candlelight Red or Motion City Soundtrack?",Motion City Soundtrack,"Candlelight Red: They have produced two studio albums and an EP. Motion City Soundtrack: Motion City Soundtrack was an American rock band that formed in Minneapolis, Minnesota in 1997.","Over the course of their nearly twenty-year career, the group toured heavily and released six studio albums, the majority on independent label Epitaph Records.",Motion City Soundtrack,
5ab8f3235542991b5579f084,What number president was Annie Caputo nominated by to become a member of the Nuclear Regulatory Commission?,45th,"Annie Caputo: Annie Caputo is an American political advisor and government official. Currently serving as senior policy advisor for Chairman John Barrasso (R-WY) on the United States Senate Committee on Environment and Public Works, she is President Donald Trump's nominee to become a member of the Nuclear Regulatory Commission for the remainder of a five-year term expiring on June 30, 2021.","Donald John Trump (born June 14, 1946) is the 45th and current President of the United States, in office since January 20, 2017.",Donald Trump,
5ac31066554299741d48a19d,Jack Alfred Evans played with a football club team that is based in what city in Australia?,Melbourne,"St Kilda Football Club: The St Kilda Football Club, nicknamed the Saints, is an Australian rules football club based in Melbourne, Victoria, Australia.",Jack Alfred Evans (born 11 October 1930) was an Australian rules footballer who played with St Kilda in the Victorian Football League (VFL).,"Jack Evans (footballer, born 1930)",
5ac279345542990b17b153b0,What is the date of birth of the English inventor that developed the Richard Hornsby & Sons oil engine?,28 January 1864,"Herbert Akroyd Stuart: Herbert Akroyd-Stuart (28 January 1864, Halifax, Yorkshire, England – 19 February 1927, Halifax) was an English inventor who is noted for his invention of the hot bulb engine, or heavy oil engine.","The company was a pioneer in the manufacture of the oil engine developed by Herbert Akroyd Stuart, which was marketed under the ""Hornsby-Akroyd"" name.",Richard Hornsby &amp; Sons,
5adfc50355429942ec259b43,Where was the sports complex at which Will Brodie made his debut in the thirty-five point loss against Melbourne located?,"Alice Springs, Northern Territory","Traeger Park: Traeger Park (currently known under naming rights as TIO Traeger Park) is a sports complex located in Alice Springs, Northern Territory, Australia, and is named after Alfred Hermann Traeger.",He made his debut in the thirty-five point loss against Melbourne at TIO Traeger Park in round ten of the 2017 season.,Will Brodie,
5ae5e1985542996de7b71a54,Cardinal Pole Roman Catholic School was named after the last Roman Catholic to hold what position?,Archbishop of Canterbury,"Cardinal Pole Roman Catholic School: Following the 'Building Schools for the Future' programme, all students (years 7-13) are housed in the same building on Morning Lane.","Reginald Pole (12 March 1500 – 17 November 1558) was an English cardinal of the Roman Catholic Church and the last Roman Catholic Archbishop of Canterbury, holding the office from 1556 to 1558, during the Counter Reformation.",Reginald Pole,
5a87411d5542994846c1cd37,"What job did Jörgen Smit work, where he was working in the world center for the anthroposophical movement?",member of the Executive Council of the General Anthroposophical Society,"Goetheanum: The Goetheanum, located in Dornach (near Basel), Switzerland, is the world center for the anthroposophical movement.","He was the general secretary of the Norwegian Anthroposophical Society, co-founder of the Rudolf Steiner Seminar in Järna, Sweden and member of the Executive Council of the General Anthroposophical Society at the Goetheanum in Dornach, Switzerland.",Jörgen Smit,
